stop_name,stop_id,stop_lat,stop_lon
Rayara Doddy,5s6,12.76694,77.51327
Rayasandra,1pc,13.21882,77.7256
Rayasandra,35x,12.87945,77.67206
Rayasandra,do,13.21876,77.72563
Rayasandra,g,12.87939,77.67211
Rayasandra Circle,2iq,12.87569,77.67126
Rayasandra Circle,5ud,12.8757,77.67112
Rayasandra Cross,1i7,13.21175,77.74139
Rayasandra Cross,5vl,13.21176,77.74142
Rayasandra Gate,38u,13.23351,77.72712
Rayasandra Gate,46x,13.23358,77.72709
Razakpalya,4j0,13.14592,77.65818
Razakpalya,px,13.14594,77.65823
Razakpalya Cross,1t0,13.14968,77.65884
Razakpalya Cross,v4,13.14965,77.65882
Reddyhalli,6b1,13.18941,77.7545
Reliance Petrol Bunk Goraguntepalya,47i,13.02861,77.53612
Reliance Petrol Bunk Goraguntepalya,4t2,13.02866,77.5363
Renaissance prosperio apartment,5u0,13.06426,77.59362
Renuka Nagara,3kj,13.10567,77.38816
Renuka Nagara,4k0,13.1058,77.38812
Reserve Bank Of India Nrupatunga Road,2ho,12.97214,77.58689
Reva College,gq,13.11538,77.63423
Reva College,h,13.11532,77.63411
Reva College Gate,3il,13.12207,77.63066
Reva College Gate,4cx,13.12226,77.63053
Reva College Gate,5g3,13.12214,77.63037
Richard Farm,1ym,12.77797,77.52522
Richard Farm,4yl,12.77774,77.52522
Richmond Circle,20q,12.9658,77.60433
Richmond Circle,2fe,12.96738,77.59946
Richmond Circle,53f,12.96366,77.5964
Robin Theatre,41,12.91588,77.47997
Robin Theatre,5in,12.91602,77.47986
Rock Colony,18f,12.72256,77.50237
Rock Colony,1vi,12.72252,77.50242
Rock Line Studio,1yu,13.0406,77.49634
Rock Line Studio,8o,13.04055,77.49628
Rolling Mill,1pi,13.02648,77.51486
Rolling Mill,4pc,13.02653,77.51474
Roopena Agrahara,4dk,12.91185,77.626
Roopena Agrahara,4mb,12.91158,77.62579
Roopena Agrahara,5bq,12.91197,77.62613
Roopena Agrahara FLY,1kw,12.91212,77.62589
Roopena Agrahara FLY,4wo,12.9116,77.62604
Roopena Agrahara Toll,31m,12.91162,77.62615
Royal Enclave,5l6,13.06575,77.61693
Royal Enclave,6km,13.06572,77.61698
Royal Layout,4em,12.86933,77.57581
Royal Layout,6f4,12.86924,77.57581
Royal Meenakshi Mall,5g6,12.87642,77.59564
Royal Meenakshi Mall BG Road,2um,12.8765,77.59615
Rukmini Nagara,3r2,13.04099,77.50482
Rukmini Nagara,5tq,13.041,77.50488
Rupesh Hotel,515,12.81176,77.66589
Rupesh Hotel,5ms,12.81165,77.66601
Russell Market,1s5,12.98486,77.60518
Ryan International School,2fi,12.81955,77.58483
Ryan International School,2vg,12.81953,77.58473
S Gollahalli,2q4,12.89388,77.36136
S Gollahalli,365,12.89375,77.36146
S Medahalli,26s,12.82365,77.78618
S Medahalli,2ua,12.82387,77.78611
S Nagenahalli Gate,6aw,13.37149,77.55778
S R S Mathikere,3up,13.06145,77.53112
S R S Mathikere,6dl,13.06144,77.53109
SAP Labs,1c2,12.9778,77.7144
SAP Labs,4uu,12.97765,77.71448
SBI Bank,54g,13.07239,77.54625
SBI Bank,60n,13.07237,77.5461
SBM Gayathri Nagara,1y4,12.99991,77.5604
SBM Gayathri Nagara,2ak,12.99993,77.56035
SEZ Amadada Circle,6o0,13.17849,77.72023
SI Apartment HSR Layout,29v,12.91668,77.6294
SI Apartment HSR Layout,3q7,12.91681,77.62947
SJES College,1l4,13.023,77.715
SJES College,61a,13.02393,77.71589
SKF Factory,4qa,13.06124,77.74195
SKF Factory,6e0,13.06116,77.74189
SLV Bakery,1vh,12.92117,77.54316
SLV Bakery,26i,12.92127,77.54322
SLV Petrol Bunk,1fe,13.16059,77.5955
SMVIT College,1j,13.15169,77.61168
SMVIT College,5d,13.15178,77.61167
SMVIT Cross,1jg,13.15197,77.62063
SMVIT Cross,1uv,13.15209,77.62015
SMVIT Cross,6eb,13.15197,77.61977
SNN Raj Serenity Apartment Yelenahalli,27p,12.85977,77.6125
SNN Raj Serenity Apartment Yelenahalli,3qf,12.86001,77.61254
SRR Kalyana Mantapa,1r5,13.00902,77.65617
SRR Kalyana Mantapa,2co,13.00744,77.65464
SRR Kalyana Mantapa,2ww,13.00906,77.65604
SRR Kalyana Mantapa 1,av,13.00747,77.6546
SRS Peenya,479,13.03428,77.53032
SRS Peenya,4ok,13.03471,77.52987
SSVB Bakery Kanteerava Studio,4e0,13.01365,77.53397
SSVB Bakery Kanteerava Studio,of,13.01371,77.53391
STRR Devanahalli Toll,4p,13.20732,77.76248
STRR Devanahalli Toll,5jf,13.20764,77.76237
SVR College,36,12.90225,77.65058
SVR College,3rz,12.90217,77.65071
Saalu Doddy,17i,12.8306,77.513
Saalu Doddy,la,12.83077,77.51308
Sacred Heart Girls' High School,20i,12.97048,77.60416
Sadahalli,31c,13.21208,77.64734
Sadahalli,3p1,13.21199,77.64726
Sadahalli Gate,4t1,13.19051,77.64626
Sadahalli Gate,f7,13.19072,77.64583
Sadananda Nagara,1zg,12.99442,77.65799
Sadananda Nagara,3z6,12.99446,77.65825
Sadaramangala,1wp,12.99921,77.73677
Sadaramangala,3ry,12.99927,77.73675
Sadaramangala Gate,22e,12.99782,77.73669
Sadaramangala Gate,64u,12.99778,77.73666
Sadashivanagara,673,13.00864,77.58029
Sadashivanagara Police Station,2lw,13.01587,77.57277
Sadashivanagara Police Station,55q,13.01553,77.57269
Sadenahalli,1bd,13.19467,77.57277
Sadenahalli,ez,13.19463,77.57269
Sadhanapalya,1sc,12.76873,77.48298
Sadhanapalya,5sp,12.76858,77.48288
Sadhanapalya Gate,1u4,12.76801,77.48864
Sadhanapalya Gate,59f,12.76807,77.48881
Sadhapanalli Gate,1wl,13.16299,77.79286
Sadhapanalli Gate,qd,13.16294,77.7928
Safal Market,3fl,13.03799,77.75976
Safal Market,5ad,13.03799,77.75986
Sagar Hospital,31n,12.92848,77.59962
Sagar Hospital,3kf,12.92832,77.59936
Sahakara Nagara,1lm,13.06473,77.58385
Sahakara Nagara Police Station,4k8,13.06409,77.58348
Sahakara Nagara Police Station,ct,13.06414,77.58336
Sahakara Nagara Post Office,2w9,13.06133,77.58736
Sahakara Nagara Post Office,56n,13.06142,77.58731
Sahukarapalya,5h1,13.06533,77.28899
Sahyadribalaga Layout,3nk,13.06592,77.49912
Sai Baba General Hospital,4nx,12.97383,77.75042
Sai Baba General Hospital,65s,12.97454,77.75065
Sai Baba Temple (Avathi),19i,13.2829,77.72301
Sai Baba Temple (Avathi),lm,13.2829,77.72277
Sai Lakshmi Industries,2hn,13.02454,77.76162
Sai Lakshmi Industries,v1,13.02458,77.76173
Sajjan Rao Circle,130,12.95233,77.57713
Sajjan Rao Circle,2r3,12.95262,77.57653
Sajjan Rao Circle,3h8,12.95301,77.57738
Sakalavara,46t,12.8207,77.60905
Sakalavara,5yl,12.82073,77.60909
Salarpuria Apartment,3vd,12.90692,77.63254
Salarpuria Apartment,45x,12.90696,77.63256
Saluhunase,575,12.81079,77.51148
Saluhunase,6fy,12.81095,77.51157
Samanahalli,4dt,12.83268,77.74766
Samanahalli 1,3iz,12.8327,77.74768
Samanduru,3xk,12.71526,77.75291
Samanduru,3zb,12.71526,77.753
Sambhram College,2z4,13.0883,77.54669
Sambhram College,5oa,13.08827,77.54666
Samethanahalli,34b,12.98027,77.78987
Samethanahalli,3y1,12.98027,77.78981
Sampangere,3c,12.87447,77.88289
Sampangere,4os,12.87444,77.88294
Sampangiram Nagara,6co,12.8254,77.58623
Sampangiram Nagara,rw,12.82495,77.58593
Sampige Nagara,1bb,12.83451,77.69736
Sampige Nagara 1,3pg,12.83929,77.69798
Sampige Nagara Gate,4q7,12.83936,77.69793
Sampigehalli,29u,13.08187,77.61784
Sampigehalli Bannerughatta,1b9,12.80519,77.57879
Sampigehalli Bannerughatta,1yd,12.80536,77.57887
Sanabil Education Trust,3mh,12.84441,77.60334
Sangam Circle,3su,12.91756,77.57789
Sangam Circle,3v0,12.91704,77.57875
Sangam Circle,40f,12.91763,77.57733
Sanjay Gandhi Hospital,3b7,12.927,77.59299
Sanjay Gandhi Hospital,49,12.92707,77.59309
Sanjay Gandhi Hospital,4j,12.92687,77.5936
Sanjay Gandhi Nagara,l6,13.01886,77.52627
Sanjay Gandhi Nagara,r8,13.01872,77.52633
Sanjayanagara,1lf,13.03421,77.57565
Sanjayanagara,23g,13.03404,77.57571
Sanjeeva Nagara,4ow,13.28563,77.53656
Sanjeeva Nagara,l5,13.28564,77.53651
Sanjeevanapalya,637,13.0808,77.15454
SanjeeviniNagara,2fq,13.05763,77.59146
SanjeeviniNagara,6fg,13.05759,77.59144
Sanna Amanikere,4pl,13.23411,77.69477
Sanna Amanikere,62c,13.23419,77.6946
Sannathammanahalli,1t1,13.04814,77.76054
Sannathammanahalli,44c,13.04778,77.76062
Santekatte,133,12.8067,77.51063
Santekatte,2rt,12.80664,77.51056
Santhe Devanagondhi,197,12.96581,77.83936
Santhe Devanagondhi,6dp,12.96585,77.83932
Santhe Gate,5fx,13.07669,77.79532
Santhe Gate,6nn,13.07696,77.79507
Sapalamma Devi Temple,626,13.09802,77.91101
Sapthagiri Badavane,3tb,12.9222,77.53457
Sapthagiri Badavane,57x,12.92218,77.53451
Sapthagiri College,387,13.06685,77.50328
Sapthagiri College,3vh,13.06675,77.50335
Sapthagiri Convention Hall,4jz,13.05027,77.75648
Sapthagiri Convention Hall,5vb,13.0509,77.75676
Sapthagiri Hospital,5ww,13.07067,77.50387
Sapthagiri Hospital,6ft,13.07066,77.50395
Sapthagiri Layout,a,13.10458,77.61045
Sapthagiri Layout,e3,13.1045,77.6106
Sapthagiri Vidya Mandir Opp Carmelaram Station,4cv,12.90716,77.70549
Sarakari Guttahalli Cross,5pv,13.04637,77.7849
Sarakari Guttahalli Cross,6be,13.04632,77.78485
Sarakki,3a1,12.90966,77.57288
Sarakki,67l,12.9097,77.57299
Sarakki Signal,21h,12.90639,77.57373
Sarakki Signal,3qk,12.9067,77.57334
Sarakki Signal,4d2,12.90657,77.57367
Sarala Birla Academy,3mm,12.81159,77.58449
Sarala Birla Academy,4sb,12.81171,77.58446
Saraswathi Nagara,4sa,12.9736,77.53031
Saraswathi Nagara,596,12.9738,77.53041
Saraswathipuram,5so,13.00911,77.53816
Saraswathipuram,6gn,13.00915,77.53824
Sarathi Nagara,3v1,12.87397,77.57312
Sarathi Nagara,5o0,12.87387,77.57322
Sarayipalya,41j,13.04745,77.62868
Sarayipalya,5zh,13.04746,77.62858
Sarjapura,33k,12.86136,77.7856
Sarjapura,532,12.86125,77.78568
Sarjapura Circle,1mv,12.86089,77.78331
Sarjapura Circle,2hb,12.86073,77.78363
Sarjapura Circle,r6,12.86102,77.78352
Sarjapura Ring Road Junction,5gw,12.92203,77.66825
Sarjapura Ring Road Junction,606,12.92113,77.66604
Sarjapura Road Ibbaluru Junction,41c,12.9204,77.66585
Sarjapura Road Ibbaluru Junction,5te,12.92043,77.66518
Sarjapura Wipro Campus,4s1,12.89886,77.71369
Sarjapura Wipro Campus,5a6,12.89903,77.71354
Sarvajna College/Vijayanagara,3z8,12.97572,77.5391
Sasuveghatta,4sl,13.09251,77.47537
Sasuveghatta,b1,13.09275,77.47534
Sasuveghatta Cross,5qw,13.0847,77.47534
Sasuveghatta Cross,by,13.08473,77.47535
Sathanur,50v,13.13186,77.64742
Sathanur,p9,13.13183,77.64739
Sathanur Colony,3nh,13.12786,77.64662
Sathanur Colony,5rj,13.12788,77.64651
Sathya Nagara,2ur,13.00038,77.63984
Sathya Nagara,3nj,13.00047,77.63991
Sathya Sai Baba Mandir,4bd,13.00124,77.75765
Sathya Sai Baba Mandir,4hv,13.00118,77.75753
Sathya Sai Hospital,1jj,12.98263,77.72823
Sathya Sai Hospital,2mv,12.9823,77.72773
Savandarbar Ashrama,2h1,12.90962,77.49228
Savandarbar Ashrama,64d,12.90959,77.49224
Savandurga,4qk,12.91561,77.29748
Savandurga Cross,1kq,12.90483,77.27795
Savandurga Cross,66l,12.90475,77.27793
Savukanahalli,4yc,13.26741,77.69453
Savukanahalli,r9,13.2674,77.69459
Savukanahalli Gate,5r5,13.25813,77.69537
Savukanahalli Gate,as,13.25801,77.6956
School Manchanayakanahalli,2pf,12.83736,77.40939
School Manchanayakanahalli,gm,12.83731,77.40944
Seebekatte,604,12.72904,77.38181
Seegehalli,2lj,12.81848,77.45245
Seegehalli,i1,13.01426,77.71697
Seegehalli,vf,12.81843,77.45249
Seegehalli Cross,2iy,12.82539,77.44931
Seegehalli Gate,372,12.98408,77.44376
Seegehalli Gate,5nu,12.98401,77.44389
Seegehalli Gate  Kadugodi,34q,13.01331,77.76101
Seegehalli Gate  Kadugodi,4a,13.0131,77.76109
Seegehalli Junction,186,13.01627,77.71693
Seegehalli Junction,2h3,13.01628,77.71696
Seeresandra,1nc,13.19185,77.48337
Seeresandra,4l4,13.19185,77.48341
Seetanayakanahalli,360,12.95457,77.91071
Seetanayakanahalli,64t,12.95462,77.91081
Seetanayakanahalli Gate Malur Road,gl,12.9537,77.91509
Seetanayakanahalli Gate Malur Road,so,12.95368,77.91541
Seetha Circle,3yk,12.93705,77.54882
Seetha Circle,5bu,12.93779,77.54968
Seethakempanahalli,16o,13.17132,77.51868
Seethakempanahalli Cross,3l2,13.16886,77.521
Seethakempanahalli Cross,61j,13.16883,77.52107
Seethakempanahalli Gate,1sp,13.17377,77.52541
Seethakempanahalli Gate,6kh,13.17362,77.52539
Seethanayakanahalli,1su,12.76926,77.65996
Seethanayakanahalli,3jc,12.76923,77.65995
Seetharam Bhattarapalya,1tk,13.06111,77.33447
Seetharam Bhattarapalya,558,13.06088,77.33455
Seetharampalya,mx,12.98042,77.72192
Seetharampalya Metro Station,2ow,12.98077,77.70891
Seetharampalya Metro Station,4df,12.98014,77.7089
Sevanagara Varadenahalli,4xf,12.97006,77.31387
Sevanagara Varadenahalli,nw,12.97005,77.31382
Sevanayakanahalli,2ih,12.74039,77.58325
Sevanayakanahalli,4q0,12.74031,77.58373
Seventh Day School (Coles Park),50,12.9956,77.61107
Shahi Exports PVT Ltd Unit-7,61o,12.91926,77.6679
Shakthi Garden,59,12.96897,77.51884
Shamarajapura,2tm,13.10432,77.54657
Shamarajapura,3ex,13.10419,77.54663
Shamarajapura Cross,2of,13.1062,77.54673
Shamarajapura Cross,ts,13.10625,77.54676
Shampura,ty,13.02636,77.61427
Shaneshwara Temple Hoskerehalli,230,12.92619,77.53138
Shaneshwara Temple Hoskerehalli,3eh,12.92611,77.53131
Shaneshwaraswamy Temple Sheshagirihalli,4qs,12.84289,77.42114
Shanimahathma Temple,1z9,13.30425,77.78885
Shanimahathma Temple,22r,12.7162,77.69523
Shanimahathma Temple,27m,12.94948,77.77042
Shanimahathma Temple,2nj,12.78633,77.39983
Shanimahathma Temple,40e,12.83723,77.51612
Shanimahathma Temple,4cp,12.8934,77.54338
Shanimahathma Temple,4gs,12.78641,77.39989
Shanimahathma Temple,4yp,12.71611,77.69522
Shanimahathma Temple,5hr,12.74265,77.52776
Shanimahathma Temple,oi,12.83704,77.51601
Shankanipura Gate,3ki,13.1069,77.77621
Shankanipura Gate,4gn,13.10695,77.7762
Shankar Mutt,1k,12.99939,77.54103
Shankar Mutt,1rg,12.99915,77.54161
Shankar Mutt,md,12.99897,77.5417
Shankara Nagara,55d,13.01597,77.54378
Shankara Nagara,oe,13.01593,77.54381
Shankarnagh Bus Stand,9a,12.99472,77.52677
Shankarnagh Circle,37m,12.93651,77.55954
Shankarnagh Circle,7g,12.93657,77.55949
Shanmukha Temple,64f,12.91153,77.5275
Shanthi Talkies,3j0,12.93686,77.57724
Shanthi Talkies,4nu,12.93669,77.57899
Shanthinagara,3o0,13.02631,77.47336
Shanthinagara,4wh,13.02626,77.47343
Shanthinagara Bus Station,1qj,12.95483,77.59235
Shanthinagara Bus Station,6hr,12.95449,77.59258
Shanthinagara KH Road,1m9,12.95501,77.59193
Shanthinagara KH Road,31s,12.95505,77.59178
Shanthinagara Manchanabele,2ze,12.87953,77.34729
Shanthinagara Manchanabele,541,12.87955,77.34721
Shanthinagara Nelamangala,14m,13.07899,77.36737
Shanthinagara Nelamangala,436,13.07879,77.36703
Shanthinagara Ravuttanahalli,32r,13.01987,77.42182
Shanthinagara Ravuttanahalli,523,13.01993,77.42192
Shanthiniketan Layout,1d4,12.88282,77.60342
Shanthiniketan Layout,6s,12.88283,77.60348
Shanubhoganahalli,1ys,12.96136,77.32491
Shanubhoganahalli,2bi,13.17917,77.5313
Shanubhoganahalli,3ee,13.17915,77.53126
Shanubhoganahalli,4aq,12.96156,77.32511
Shanubhoganahalli 1st Cross,1em,12.828,77.56254
Shanubhoganahalli 1st Cross,2w1,12.82804,77.56248
Shanubhoganahalli Bannerughatta,1p3,12.8267,77.56146
Shanubhoganahalli Bannerughatta,4su,12.82672,77.56141
Shanubhoganahalli Colony,42z,13.17391,77.53005
Shanubhoganahalli Colony,6n5,13.17388,77.53001
Shanubhoganahalli Gate (Dibbur Cross),2js,13.17267,77.53019
Shanubhoganahalli Gate (Dibbur Cross),5tm,13.17263,77.53016
Sharada Colony,47x,12.9922,77.53454
Sharada Colony,56k,12.99239,77.53358
Sharadamba Nagara,33f,13.04588,77.5413
Sharadamba Nagara,39h,13.04588,77.54125
Sharadanagara,616,12.8925,77.5595
Sharadanagara,89,12.89261,77.55948
Sharadha Colony,5ku,12.99184,77.53436
Sharavathi Hotel,1wf,13.09789,77.58435
Sharavathi Hotel,37c,13.09798,77.58442
Shastri Bakery,4x9,12.92369,77.57363
Shastri Bakery,63v,12.92345,77.57354
Shastri Palya,2dd,13.17158,77.43601
Sheganayakanahalli,rn,12.9263,77.80927
Sheganayakanahalli Cross,3w7,12.9227,77.80893
Sheganayakanahalli Cross,4vm,12.92269,77.80882
Shell Company,1kh,13.15411,77.7004
Shell Company,z3,13.15427,77.70052
Shell Petrol Bunk,3vc,13.01774,77.76225
Shell Petrol Bunk,4ds,13.01756,77.7621
Sheshadri Nagara,w8,13.06396,77.48857
Sheshadripuram College,21t,13.09943,77.58817
Sheshadripuram College,4gc,13.10041,77.58864
Sheshadripuram College,4lo,13.09951,77.58834
Sheshadripuram College,4qp,13.10022,77.58866
Sheshadripuram Fortis Hospital,aa,12.98529,77.58126
Sheshagirihalli,63z,12.84359,77.42102
Sheshagirihalli,6gb,12.84352,77.4215
Sheshagiripura,3ww,12.88088,77.41809
Sheshagiripura,6oc,12.88086,77.418
Shettarahalli Cross,1xt,13.26615,77.67635
Shettarahalli Cross,24b,13.26652,77.67638
Shettigere,1el,13.17921,77.66688
Shettigere,52h,13.1798,77.66724
Shettigowdanahalli,2vp,12.81139,77.3683
Shettigowdanahalli,e,12.81144,77.36828
Shettyhalli,2fu,13.0649,77.51718
Shettyhalli,6mz,13.06482,77.51723
Shettyhalli Anekal Road,2yo,12.75303,77.73077
Shettyhalli Anekal Road,xa,12.75312,77.7309
Shettyhalli Cross,1wn,13.05024,77.52568
Shettyhalli Cross,2av,13.05019,77.52561
Shettyhalli Cross,425,13.05034,77.52554
Shettyhalli Cross,m2,13.05011,77.52546
Shikaripalya,5bv,12.83386,77.65582
Shikaripalya,xn,12.83388,77.65573
Shilpa Bakery Horamavu Road,4x3,13.03778,77.6506
Shilpa Bakery Horamavu Road,jh,13.03774,77.65061
Shine Bakery,4ws,12.95074,77.62375
Shine Bakery,56u,12.95067,77.6239
Shiradi Sai Temple Arakere,3bf,12.88304,77.61011
Shiradi Sai Temple Arakere,3ib,12.88302,77.61003
Shirdi Sai Nagara,5bm,13.0668,77.63797
Shirdi Sai Nagara,699,13.06675,77.63818
Shirke KHB Quarters,2ns,12.93133,77.48751
Shirke KHB Quarters,4n1,12.93175,77.48772
Shiva Ittige Factory,3sl,12.92781,77.84935
Shiva Ittige Factory,5m6,12.92749,77.85018
Shivagiri Choultry Vijyapura,1e5,13.29467,77.79103
Shivagiri Choultry Vijyapura,5sh,13.29465,77.79109
Shivaji Hotel,2ds,12.943,77.4766
Shivaji Hotel,aw,12.94311,77.47649
Shivajinagara Bus Station,34d,12.98396,77.60323
Shivajinagara Bus Station,6h2,12.98328,77.60304
Shivajinagara Bus Station,6l6,12.98328,77.60341
Shivakote,1gx,13.13333,77.51478
Shivakote,3cz,13.13393,77.51471
Shivakote,48m,13.13403,77.51476
Shivakote,t9,13.13401,77.51473
Shivakote Cross,16,13.13552,77.51326
Shivakote Cross,1zx,13.13555,77.51331
Shivanaapura,3kz,13.15347,77.90396
Shivanaapura,3nn,13.15346,77.9039
Shivanahalli,2h2,12.72333,77.57256
Shivanahalli,3yr,12.72333,77.57245
Shivanahalli,48y,12.9283,77.4906
Shivanahalli,6lb,12.92844,77.49061
Shivanahalli 4th Main,9s,12.98886,77.54683
Shivananda Store,2kt,12.98724,77.57873
Shivananda Store,3eb,12.98666,77.57938
Shivananda Store,3fj,12.98755,77.58039
Shivananda Store,41p,12.98735,77.58022
Shivanapura,5sj,12.87417,77.85416
Shivanapura,w7,13.04926,77.42152
Shivanapura Colony,2ka,13.04503,77.42277
Shivanapura Colony 1,4vh,13.04501,77.4227
Shivanapura Colony Cross,19p,13.04347,77.42915
Shivanapura Colony Cross,3xp,13.04343,77.4292
Shivanapura Cross,2m,13.17693,77.88456
Shivanapura Cross,2q,13.04139,77.42228
Shivanapura Cross 1,43d,13.04142,77.42223
Shivanapura Cross Hosakote,jn,13.15328,77.8966
Shivanapura Cross Hosakote,yf,13.15326,77.89668
Shivanasandra,303,13.02359,77.16401
Shivaparvathi Kalyanamantapa,2e1,13.00861,77.65142
Shivaparvathi Kalyanamantapa,656,13.00861,77.65134
Shobha Apartment,12k,12.73965,77.73453
Shobha Apartment,3n1,12.73955,77.73454
Shobha Hills View Apartment,5c,12.86634,77.52045
Shobha Hills View Apartment,cl,12.86641,77.52019
Shobha Tulip JP Nagara,173,12.89805,77.58591
Shobha Tulip JP Nagara,31t,12.89801,77.58589
Shoolay Circle Brigade Road,13p,12.96584,77.60687
Shoolay Circle Brigade Road,267,12.96659,77.60666
Shopping Complex HMT,3ky,13.04964,77.53772
Shopping Complex HMT,3wy,13.04962,77.53739
Shreepatihalli,17v,12.96259,77.16781
Shreeram Public School,fq,13.04625,77.49143
Shri Rama Temple,4e9,12.744,77.52313
Shri Rama Temple,5zw,12.744,77.52307
Shri Vidhyanagara,1u2,12.93431,77.53985
Shri Vishnu Garden,278,12.94573,77.45761
Shri Vishnu Garden,5nw,12.94548,77.45743
Shrinivagilu Bus Stand,5u9,12.93759,77.63319
Shrinivagilu Ejipura,3f2,12.93842,77.63291
Shrinivagilu Ejipura,54x,12.93859,77.63265
Shrinivagilu Junction,1gs,12.93927,77.63235
Shrinivagilu Junction,4sy,12.93917,77.63229
Shrunga School Devangondi,78,12.97406,77.83262
Shrunga School Devangondi,hd,12.97414,77.8326
Shrusti School Yalahanka,3bd,13.10706,77.57596
Shrusti School Yalahanka,4jk,13.10703,77.57594
Shubha Ultima Club House,3xo,13.08458,77.59914
Shyanumangala,3xy,12.79432,77.43282
Shyanumangala,4bq,12.79482,77.43213
Shylendra Doddy,5z0,12.80117,77.55338
Shylendra Doddy,6da,12.80071,77.55289
Siddabhovipalya,2x,12.85464,77.37182
Siddabhovipalya,xi,12.85456,77.37182
Siddaganga College,12,13.08213,77.39274
Siddaganga College,2t3,13.08227,77.39278
Siddaiah Puranik Road Junction,4ty,12.98217,77.5373
Siddaiah Puranik Road Junction,r3,12.98212,77.53716
Siddana Hosahalli,1gf,13.05685,77.46017
Siddana Hosahalli,5j7,13.05682,77.46014
Siddanahalli,zx,12.89352,77.91363
Siddanapalya,4gf,12.72474,77.65947
Siddanapalya,68q,12.7247,77.65966
Siddanayakanahalli,3ux,13.2982,77.54978
Siddanayakanahalli,5zm,13.29816,77.54992
Siddapura,1zl,12.95637,77.73108
Siddapura,3gh,12.95634,77.73191
Siddapura,6e4,12.95607,77.73057
Siddapura Ashoka Pillar,1st,12.94633,77.58873
Siddapura Ashoka Pillar,6lw,12.94621,77.58879
Siddapura Cross,2x4,12.69294,77.45819
Siddapura Cross,5kc,12.69298,77.45819
Siddapura Naknalhalli,54b,13.12949,77.86873
Siddapura Nallurhalli,4um,13.12947,77.86869
Siddartha Badavane,24a,12.99552,77.50865
Siddartha International School,1t2,13.02854,77.48842
Siddartha International School,2gm,13.02848,77.48843
Siddartha Nagara,1jr,13.08098,77.80616
Siddartha Nagara,5iv,13.08105,77.80643
Siddartha School Cross,2c7,13.02607,77.48893
Siddartha School Cross,6fo,13.02611,77.48905
Siddayyana Doddy,4db,12.71713,77.59397
Siddayyana Doddy,6ig,12.71708,77.59416
Sidedahalli,2nv,13.06256,77.49523
Sidedahalli,8i,13.06258,77.49527
Sidi Hoskote,3kq,12.72971,77.68767
Sidi Hoskote,4jc,12.72972,77.68748
Siemens,2lt,12.84556,77.66215
Siemens,5k5,12.84542,77.66228
Siemens Bank,3f,13.14916,77.49674
Siemens ‌ Bank,4fx,13.14911,77.49667
Sikayanahalli,3rj,13.25554,77.64558
Sikayanahalli,4m4,13.25561,77.64546
Silk Farm,1c8,12.81704,77.78543
Silk Farm,5l,12.81695,77.78539
Silk Institute Metro Station,2s5,12.8616,77.52993
Silk Institute metro station,571,12.86182,77.52985
Siluvepura,18g,13.11426,77.50106
Siluvepura,296,13.1143,77.50104
Simpadipura,2b3,13.2275,77.41276
Sindhi Colony,16a,12.99557,77.61708
Sindhi Colony,4tu,12.9962,77.6177
Sindhi Colony,62p,12.99562,77.61663
Sindhi High School Kuvempu Road,54r,13.04994,77.59846
Sindhi High School Kuvempu Road,6n1,13.05,77.59837
Singahalli,182,13.16158,77.72403
Singahalli,5k7,13.16164,77.72407
Singaianapalya Phoenix,1s3,12.99542,77.6954
Singaianapalya Phoenix,5oo,12.9956,77.69531
Singanayakanahalli,1mc,13.14765,77.56529
Singanayakanahalli,3gl,13.14762,77.56533
Singanayakanahalli Gate,14b,13.14767,77.56972
Singanayakanahalli Gate,1wi,13.1477,77.56982
Singapura,17t,13.07975,77.53823
Singapura,3hv,13.07965,77.53834
Singapura LT,3h2,13.07501,77.53983
Singapura LT,4wb,13.07498,77.53999
Singarahalli,29s,13.22683,77.62534
Singarahalli,zh,13.22688,77.6254
Singarapura,1u9,13.09961,77.74376
Singarapura,4ge,13.09957,77.74372
Singasandra,51n,12.87886,77.64651
Singasandra,63u,12.8774,77.64704
Singasandra FLY,2pt,12.87879,77.64637
Singasandra FLY,3c3,12.87741,77.64708
Singasandra Kolifarm,2op,12.68518,77.69714
Singena Agrahara,55,12.83766,77.7161
Singena Agrahara,649,12.83771,77.71612
Singena Agrahara Cross,3kb,12.83499,77.719
Singena Agrahara Cross,e4,12.83498,77.71894
Singena Agrahara Cross Fruits Market,24o,12.84235,77.68709
Singena Agrahara Cross Fruits Market,3au,12.84257,77.68718
Singena Agrahara Cross Fruits Market,j5,12.84243,77.68732
Sipgere Gate,11m,12.82232,77.57722
Sipgere Gate,42f,12.82207,77.57724
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,3gn,12.96245,77.49535
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,4u,12.96243,77.49535
Sir M Vishweshwaraiah Railway Station,559,12.99835,77.64109
Sir M Vishweshwaraiah Railway Station,6nl,12.99897,77.64057
Sir M Vishweshwaraiah Railway Station,y9,12.99966,77.64099
Sirsi Circle,2b2,12.96038,77.55686
Sirsi Circle,2m2,12.96223,77.55995
Sirsi Circle,57n,12.96022,77.55921
Sirsi Circle 1,47o,12.96031,77.55694
Sivanchetty Gardens,z9,12.98966,77.61539
Skylark Arcadia Sadaramangala,3al,13.00637,77.73549
Skylark Arcadia Sadaramangala,3r9,13.00641,77.73551
