stop_name,stop_id,stop_lat,stop_lon
(Theneyuru)I Basapura Gate,306,13.22602,77.83624
10th Cross Magadi Road,3ow,12.97574,77.55706
10th Cross Magadi Road,43a,12.97556,77.55562
10th Stone NICE Road,17,12.87242,77.49865
10th Stone NICE Road,64m,12.87273,77.4986
11th Block Anjanapura,4q9,12.85225,77.57235
11th Block Anjanapura,687,12.85224,77.57265
12th Block Nagarabhavi,1rs,12.96018,77.51398
12th Block Nagarabhavi,4h2,12.96076,77.51351
12th Main 7th Cross BTM Layout,2am,12.91385,77.61022
13th Main 7th Cross BTM Layout,29b,12.91405,77.61007
14th Main HSR Layout,6du,12.91746,77.63812
14th Main HSR Layout,6gg,12.91637,77.63472
14th Main HSR Layout,z0,12.91619,77.63521
16th Main Hopcoms BTM Layout,1le,12.91971,77.61036
17th Main Hopcoms BTM Layout,2it,12.91953,77.61028
18th Main Jayanagara,3ls,12.92343,77.58964
18th Main Jayanagara,uv,12.92328,77.58898
19th Main 13th Cross HSR Layout,20y,12.91593,77.65176
19th Main 13th Cross HSR Layout,694,12.91582,77.65175
1st Block Rajajinagara,3i6,13.00515,77.54887
1st Block Rajajinagara,68,13.0047,77.54909
1st Block Vidyaranyapura,1ml,13.07023,77.55539
1st Block Vidyaranyapura,320,13.07021,77.5555
1st Block Vishweshwaraiah Layout,3hr,12.93747,77.47876
1st Block Vishweshwaraiah Layout,5yo,12.93752,77.4789
1st Cross Magadi Road,1l5,12.97569,77.563
1st Cross Magadi Road,4si,12.97569,77.5628
1st Main Kodichikkanahalli,5fa,12.89854,77.61543
1st Main Kodichikkanahalli,y4,12.89847,77.6155
1st Stage 3rd Block Nagarabhavi,32g,12.9533,77.52158
1st Stage 3rd Block Nagarabhavi (Nayandahalli),1xi,12.95302,77.52026
1st Stage 3rd Block Nagarabhavi (Summanahalli),57k,12.95286,77.52017
1st Stage HBR Layout,5sd,13.02116,77.6263
2nd Stage  H B R Layout (2nd Cross),4u6,13.03172,77.61208
2nd Stage 11th Block Nagarabhavi,1zk,12.97754,77.51333
2nd Stage 11th Block Nagarabhavi,4ae,12.97758,77.51336
2nd Stage 9th Block Nagarabhavi,70,12.96864,77.51027
2nd Stage H B R Layout (1st Main),n9,13.02881,77.61556
2nd Stage Kanteeravanagara,67j,13.01505,77.53901
2nd stage Kuvempunagara,4rl,13.07313,77.54132
2nd stage Kuvempunagara,pn,13.07306,77.54142
3rd Block Jayanagara,4eb,12.9318,77.58392
3rd Block Jayanagara,wy,12.93349,77.58396
3rd Block Jn Banashankari 6th Phase,1xv,12.87818,77.51651
3rd Block Jn Banashankari 6th Phase,3gf,12.87821,77.51657
3rd Block Vidyaranyapura,2rh,13.07223,77.55637
3rd Block Vidyaranyapura,3da,13.07237,77.55647
3rd Main Road Annapoorneshwarinagara,4x0,12.97816,77.50434
3rd Main Road Annapoorneshwarinagara,ou,12.97811,77.50446
3rd Stage Basaveshwaranagara,44,12.98898,77.54254
4th Block HBR Layout,1ql,13.03435,77.63264
4th Block HBR Layout,59h,13.03437,77.63268
4th Phase Yalahanka New Town Iyengar Bakery,o1,13.1042,77.56999
4th Stone NICE Road,1v4,13.009,77.47509
4th T Block Jayanagara,17q,12.92307,77.59353
4th T Block Jayanagara,66z,12.92308,77.59345
5th Block HBR Layout,2pn,13.03582,77.6315
5th Block HBR Layout,2to,13.03585,77.63142
5th Block Jayanagara,39j,12.91732,77.58368
5th Block Jayanagara,6bd,12.91722,77.58356
5th Block Vishweshwaraiah Layout,1op,12.95838,77.4816
5th Cross Magadi Road,3a8,12.97578,77.56071
5th Cross Magadi Road,5w2,12.97567,77.56081
5th Cross Sriramapura,24s,12.99214,77.56647
5th Phase Yelahanka New Town,2be,13.10575,77.57251
5th Stone NICE Road,3d4,12.97117,77.47148
6th Block Rajajinagara,434,12.97944,77.55359
6th Block Rajajinagara,4av,12.97953,77.55377
7th Cross Srirampura,5yc,12.99051,77.56787
7th Cross Wilson Garden,19q,12.94684,77.59465
7th Cross Wilson Garden,6h,12.94699,77.59436
80 feet Road Kalyananagara,wi,13.02564,77.6406
80 feet Road Kalyananagara,yh,13.02546,77.64042
80ft Road Banasawadi,21r,13.01511,77.64267
80ft Road Banasawadi,2ge,13.01538,77.6429
80ft Road HRBR Layout,252,13.02035,77.64328
80ft Road HRBR Layout,6dh,13.02095,77.64317
80ft Road MS Ramaiah College,4ep,13.02752,77.57571
8th Main 3rd Cross  Junction,17y,13.02248,77.63714
8th Main 3rd Cross  Junction,64w,13.02254,77.63723
8th Main Kamalanagara,5ij,12.99163,77.53839
8th Main Kamalanagara,ey,12.99178,77.53856
8th Mile Dasarahalli,1kp,13.04544,77.50547
8th Mile Dasarahalli,1qg,13.04622,77.50755
8th Mile Dasarahalli,1wq,13.04547,77.50553
8th Mile Dasarahalli,6fs,13.0451,77.50748
8th Mile Dasarahalli,eo,13.04571,77.50753
8th Mile Dasarahalli,yw,13.04541,77.50795
9th Block Jayanagara,1te,12.91964,77.5928
9th Block Jayanagara (40th Cross),467,12.91969,77.59247
9th Stone NICE Road,5i8,12.88789,77.48532
A G Export Garments Nelamangala,2ib,13.12048,77.39242
A G Export Garments Nelamangala,33w,13.12046,77.39237
A P J Abdul Kalam Statue,20l,12.97972,77.65404
A P J Abdul Kalam Statue,2yj,12.97977,77.65418
ADMC Quarters Office,5ia,13.00438,77.64131
AECS Dental College,4gv,12.86541,77.59832
AECS Dental College,8s,12.86534,77.59831
AECS Layout Cross,3ny,12.96495,77.71832
AECS Layout Cross,53v,12.96511,77.71827
AECS Layout Singasandra,2k8,12.88286,77.65018
AECS Layout Singasandra,34x,12.88306,77.64991
AGS Layout,4fh,12.95163,77.47921
AGS Layout,4m8,12.95173,77.47919
AGS Layout Arehalli,40t,12.91252,77.53704
AGS Layout Arehalli,ol,12.91244,77.53703
AGS Layout Cross,2vu,12.91347,77.54088
AGS Layout Cross,413,12.91353,77.54088
AIR FORCE Quarters,5r8,13.05899,77.52141
AIR FORCE Quarters,6cq,13.05895,77.52139
AL Ameen Residential School,1cc,13.0696,77.80836
AL Ameen Residential School,1j5,13.06983,77.80832
AL-Agro Factory,3yj,12.98697,77.88059
AMC College,58e,12.82933,77.58759
AMC College,5lh,12.83007,77.5878
APCO Factory,3c2,12.76209,77.47036
APCO Factory,5t5,12.76195,77.47044
APMC Yard,2sv,13.10488,77.44388
APMC Yard,6mo,13.10494,77.44396
APS College,1y2,12.78266,77.49952
APS College,2c5,12.78276,77.49966
ARMY PUBLIC SCHOOL (Parachute Regiment),2gx,13.01651,77.58615
ARMY Public School ASC Center,hk,12.96467,77.61808
ASC Centre,1ns,12.96224,77.61901
ASC Centre,6gw,12.96245,77.61906
Aane Kempegowdana Doddy,l0,12.86152,77.33503
Aane Kempegowdana Doddy,ui,12.86158,77.33503
Abbaiah Circle Sarjapura,317,12.85974,77.79402
Abbaiah Circle Sarjapura,sm,12.85976,77.79411
Abbaiah Layout,620,12.97933,77.68082
Abbaiah Layout,gh,12.97928,77.68081
Abbanakuppe,1sd,12.77419,77.4095
Abbanakuppe,3d8,12.77413,77.40941
Abbanakuppe Colony,2zz,12.77123,77.41632
Abbanakuppe KEB,9g,12.78762,77.42868
Abbigere,14d,13.07692,77.52589
Abbigere,4hx,13.07696,77.52587
Abbigere Cross,3u3,13.07068,77.52974
Abbigere Cross,vc,13.07069,77.52976
Abbigere Dinne,3j1,13.07106,77.52803
Abbigere Dinne,5ep,13.07099,77.52801
Abbigere Gate,18,13.07248,77.52353
Abbigere Gate,sc,13.07243,77.52355
Acharya College,2oz,13.00238,77.48823
Acharya College,32e,13.00234,77.48822
Acharya Institute of Technology,36a,13.08351,77.48416
Acharya Institute of Technology,5si,13.08353,77.48411
Achyuthanagara Gate,4c6,13.08418,77.48655
Achyuthanagara Gate,6ow,13.08423,77.48656
Active Public School Hommadevanahalli,kp,12.8402,77.59467
Adakamaranahalli (Magadi Road),60u,12.94713,77.31054
Adakamaranahalli Cross (Magadi Road),4m5,12.95438,77.30922
Adakamaranahalli Cross (Magadi Road),85,12.95436,77.30902
Adakimaranahalli,20v,13.07028,77.44482
Adakimaranahalli,2me,13.06989,77.44532
Adakimaranahalli,41d,13.07065,77.4449
Adakimaranahalli,at,13.06486,77.4433
Adarshanagara,4w2,13.07619,77.42374
Adarshanagara,am,13.07621,77.42378
Adarshanagara Water Tank,696,13.07467,77.42052
Adde Vishwanathapura,164,13.18672,77.55112
Adde Vishwanathapura,49t,13.18669,77.5511
Addiganahalli,1x4,13.17297,77.56943
Addiganahalli,6lt,13.17295,77.56959
Addiganahalli Extension,31h,13.1728,77.57126
Addiganahalli Extension 1,4zq,13.17288,77.57123
Adigara Kallahalli,2xc,12.82534,77.8033
Adigondanahalli,385,12.81456,77.75126
Adigondanahalli,re,12.81457,77.75116
Adishwara Bombay Dying,vl,13.02126,77.55609
Aditya Bakery,49n,12.90351,77.51076
Aditya Bakery,5tf,12.9035,77.51067
Ado Sonnahatti,3r0,12.77796,77.71546
Adrsha Savana,2q5,13.20859,77.60381
Adugodi,4ms,12.94397,77.60748
Adugodi,5oj,12.94384,77.60761
Adugodi,5yu,12.94387,77.6077
Adugodi Police Station,1xx,12.93897,77.60976
Adugodi Police Station,8r,12.93985,77.6095
Aduru,2nf,12.73311,77.657
Aduru,2vb,12.73301,77.6544
Aduru,3gw,13.05552,77.70576
Aduru,56e,13.05542,77.70589
Aduru,5iw,12.73303,77.65433
Aerospace Bagalur,5ce,13.17277,77.73058
Aerospace Bagalur,5fr,13.17289,77.73066
Agalakote,1fg,13.21292,77.73612
Agalakote,1nn,13.21287,77.73615
Agara,14f,12.84288,77.48626
Agara,1dd,12.84479,77.48713
Agara,4s5,12.84477,77.48709
Agara,5m9,12.8429,77.4863
Agara Cross,3s2,12.84915,77.52219
Agara Cross,5mx,12.84899,77.52207
Agara Junction,2cu,12.92464,77.64937
Agara Junction,308,12.92417,77.65075
Agara Junction,3v,12.9239,77.65172
Agara Junction,5kv,12.92452,77.65028
Agara Junction,r2,12.92433,77.65073
Agara Junction,sb,12.92468,77.64998
Agrahara Dasarahalli,4v9,12.97874,77.54121
Agrahara Dasarahalli,5jg,12.97853,77.54293
Agrahara Layout,3gz,13.09837,77.62683
Agrahara Layout,40v,13.09838,77.62671
Agrahara Layout Cross,39x,13.10248,77.6277
Agraharapalya Gate,281,13.13075,77.45348
Ainahalli,4gt,13.25852,77.38764
Air Lines Dhaba Gate,33s,13.22276,77.74085
Air Lines Dhaba Gate,488,13.2225,77.74086
Airport Trumpet,2zn,13.19908,77.65792
Airport Trumpet,461,13.19905,77.6582
Ajjagondanahalli,25s,12.95709,77.7684
Ajjagondanahalli,6gu,12.95708,77.7684
Ajjanahalli,1ts,12.9167,77.3865
Ajmeer Apartment Neeladri Road,3vo,12.84185,77.64673
Ajmeer Apartment Neeladri Road,5u5,12.84181,77.64675
Akkayammana Betta,5y7,13.16162,77.64223
Akkayammana Betta Huttanahalli Cross,3v2,13.16165,77.64227
Akkipete Devanahalli,1r,13.25413,77.67796
Akkithimmanahalli,3dr,12.96216,77.59674
Akkithimmanahalli 1,299,12.96221,77.59649
Akshayanagara,3df,13.02068,77.68354
Akshayanagara,4qf,13.02072,77.68339
Akshayanagara New Town,5yw,12.87657,77.61166
Akshayanagara New Town,60z,12.87657,77.61101
Aladamara Chikkanahalli Cross,4so,12.72809,77.64804
Aladamara Chikkanahalli Cross,6m6,12.72796,77.64801
Aladamara Laggere,10a,13.0133,77.521
Aladamara Laggere,10f,13.01324,77.52099
Aladamara Papareddypalya,2cw,12.97505,77.50941
Aladamara Papareddypalya,u8,12.97495,77.50948
Alahalli,6aq,13.2775,77.52152
Alahalli,lk,13.27755,77.52143
Alambadi,2kx,12.8927,77.88656
Alambadi,359,12.89273,77.88659
Alanayakanahalli Gate,2s7,13.18089,77.32413
Alanayakanahalli Gate,589,13.18069,77.32407
Ali Bommasandra,6nh,12.82033,77.73644
Alisda,2ym,13.03392,77.54098
Alisda,3fr,13.03404,77.54112
Aliyuru,419,13.263,77.76564
Allalasandra,5c4,13.08818,77.58868
Allalasandra,au,13.08819,77.58864
Allalasandra Gate,12x,13.08534,77.59437
Allalasandra Gate,1xb,13.08664,77.59375
Allalasandra Gate,1ze,13.08686,77.59386
Allalasandra Gate,64,13.08737,77.59557
Allalasandra Gate,6j3,13.08448,77.59386
Alpha College Chikka Gubbi,1bq,13.077,77.66202
Alpha College Chikka Gubbi,5q7,13.07702,77.662
Alphine Apartment,4zv,13.06649,77.5765
Aluru,4np,13.08495,77.46551
Aluru,y3,13.0849,77.46561
Aluru BDA 2nd Stage,29,13.09138,77.44998
Aluru Cross,1h3,13.0824,77.47479
Aluru Cross,5mo,13.08236,77.47477
Alurupalya,3p,13.09717,77.47063
Amarajyothi Badavane,5sx,13.05525,77.62932
Amarajyothi Badavane,fm,13.05526,77.62929
Amba Bhavani Nagara,1f6,13.09712,77.54599
Amba Bhavani Nagara,2q6,13.09721,77.54594
Ambalagere,159,13.24327,77.38658
Ambedkar Institute of Technology,3wi,12.96338,77.50515
Ambedkar Institute of Technology,6ee,12.96319,77.50502
Ambedkar Medical College Shampura,67,13.02327,77.6126
Ambedkar Nagara,1n0,12.89929,77.71273
Ambedkar Nagara,355,12.89914,77.71286
Ambika School,6ch,13.15775,77.33719
Ambika School,6h7,13.15775,77.33712
Amma Ashrama Cross,1ej,12.94936,77.48882
Amma Ashrama Cross,366,12.94958,77.48867
Amogha Layout,uq,13.07509,77.71806
Amogha Layout,y5,13.07507,77.71818
Amritha Ayurvedic Hospital,370,13.12485,77.54721
Amruth Sweets,14c,12.90926,77.64147
Amruth Sweets,5h5,12.90921,77.64153
Amrutha Engineering College,5nt,12.8968,77.6752
Amrutha Engineering College,5wz,12.89566,77.67471
Amrutha Engineering College,ys,12.89689,77.67517
Amruthahalli,1dq,13.06576,77.60081
Amruthahalli,4j3,13.06574,77.60076
Amruthanagara,5u,12.83943,77.54995
Amruthanagara,ny,12.83939,77.54993
Amruthanagara Canara Bank,3nx,13.05506,77.59974
Amruthanagara Canara Bank,574,13.05518,77.59969
Amruthanagara Hebbala,1cw,13.05598,77.59791
Anagalipura,4en,13.06838,77.68241
Anagalipura,5v4,13.06842,77.68234
Anagalipura Gate,3ug,13.07306,77.67885
Anagalipura Gate,4q8,13.07303,77.67888
Ananda Ashrama (BGT Rd),2wx,12.9275,77.60062
Ananda Ashrama (BGT Rd),30p,12.92644,77.60037
Ananda Rao Circle,1vy,12.98117,77.57694
Ananda Rao Circle,23y,12.98115,77.57466
Ananda Rao Circle,6ar,12.98074,77.57503
Anandanagara,ze,12.9838,77.24209
Anandapura,23w,13.0241,77.6927
Anandapura,41e,13.02423,77.69285
Ananthapura,26p,13.11475,77.56709
Ananthapura,yp,13.11478,77.56708
Ananthapura Gate,21l,13.1146,77.57901
Ananthapura Gate,5ew,13.11478,77.57907
Anche Muskuru,1z4,12.90452,77.8678
Anche Muskuru,274,12.9043,77.86795
Anchepalya,32n,13.05497,77.47936
Anchepalya,39t,12.89261,77.45795
Anchepalya,3tq,12.8926,77.45753
Anchepalya,6mc,13.05529,77.47983
Anchipura,1m7,12.77008,77.43196
Anchipura,2iu,12.77061,77.43203
Anchipura Colony,1fv,12.76763,77.43855
Anchipura Colony,41g,12.76759,77.43854
Anchipura Cross,17x,12.79006,77.44125
Anchipura Cross,1we,12.79009,77.44125
Andhrahalli,1dl,13.00802,77.48484
Andhrahalli,4ql,13.00805,77.48484
Andhrahalli Gate,2cs,13.11542,77.74525
Andhrahalli Gate,592,13.11545,77.74529
Andhrahalli Govt School,31z,13.00952,77.48294
Andhrahalli Govt School,4hk,13.00956,77.48295
Ane Hosahalli Gate,3c0,12.62071,77.51387
Anehalla,rt,12.97983,77.24132
Anekal,2w2,12.70939,77.69641
Anekal Circle,334,12.71674,77.70009
Anekal Circle,6kv,12.71677,77.70018
Anekal Road Junction,57d,12.76853,77.77016
Anekal Road Junction,6ha,12.76837,77.77016
Anepalya,19m,12.95289,77.60532
Anepalya,zq,12.95303,77.60518
Anjan Vidya Kendra School,4rb,12.92427,77.82438
Anjanamurthy,64c,13.04511,77.57437
Anjananagara,1x8,12.98614,77.48847
Anjananagara,5t4,12.98617,77.48817
Anjanapura,4c2,12.86196,77.56393
Anjanapura,5xu,12.862,77.56385
Anjanapura,nd,12.86196,77.56381
Anjanapura 10 Block,12h,12.85601,77.569
Anjanapura 10th  Block,3zr,12.85561,77.5706
Anjanapura 10th Block,2j1,12.85593,77.56907
Anjanapura 1st Block,2gg,12.86001,77.54817
Anjanapura 2nd Block,2b1,12.86573,77.55245
Anjanapura 2nd Block,6cv,12.86563,77.55253
Anjanapura 2nd Block Cross (LBSN),3o8,12.86054,77.55939
Anjanapura 2nd Block Cross (LBSN),49r,12.86053,77.55945
Anjanapura Cross,4sd,12.86183,77.56091
Anjanapura Cross,qb,12.86183,77.56083
Anjaneya Temple Anekal,15v,12.7173,77.70046
Anjaneya Temple Anekal,2ue,12.71729,77.70025
Anjaneya Temple Bidaraguppe,3uq,12.80131,77.78276
Anjaneya Temple Bidaraguppe,90,12.80086,77.78283
Anjaneya Temple Devanahalli,43w,13.2351,77.71302
Anjaneya Temple Devanahalli,492,13.23506,77.713
Anjaneya Temple Madhure,3lj,13.20992,77.44487
Anjaneya Temple Madhure,lt,13.20998,77.44486
Anjaneya Temple Nelamangala,1ge,13.09723,77.39774
Anjaneya Temple Nelamangala,vn,13.09737,77.39777
Anjaneya Temple Thigalarapalya,4mv,13.01371,77.48343
Anjaneya Temple Thigalarapalya,4re,13.01372,77.48347
Ankanahalli,1ca,13.20433,77.79838
Ankanahalli,6lg,13.20433,77.79846
Ankegowdana Doddy,4i,12.70677,77.51728
Ankegowdana Doddy,4r2,12.70677,77.51733
Annahalli,2u,12.69958,77.38452
Annapoorneshwari nagara Cross,403,12.96998,77.49655
Annapoorneshwarinagara,3nw,12.98077,77.50687
Annapoorneshwarinagara,6l2,12.98002,77.50667
Annapoorneshwarinagara Cross,69d,12.97002,77.49658
Annapoorneshwarinagara Water Tank,223,12.97203,77.49697
Annapoorneshwarinagara Water Tank,3qt,12.97196,77.49702
Annapurneshwari Badavane,32y,13.13874,77.50802
Annapurneshwari Badavane,7i,13.13879,77.50799
Annasandrapalya,330,12.96444,77.67252
Annasandrapalya,602,12.96444,77.67236
Annasandrapalya Cross,2n3,12.96039,77.66622
Annasandrapalya Cross,3oe,12.96044,77.66607
Anneshwara Circle,5og,13.2153,77.71054
Anneshwara Circle,5x5,13.21535,77.71058
Anubhavanagara,5xl,12.96778,77.5238
Anugondanahalli,2vl,12.95716,77.81546
Anugondanahalli,4c8,12.95726,77.81527
Anugondanahalli Cross,3zo,12.95894,77.81583
Anugondanahalli Cross,6ie,12.95895,77.81599
Anugraha Badavane (Bilekahalli),536,12.90302,77.60892
Anupahalli,3jh,13.21548,77.85612
Aparel Park,1mo,13.27257,77.55193
Aparel Park,1xh,13.27266,77.55205
Apex Bank,11f,12.94183,77.55567
Apex Bank,3yo,12.94177,77.55602
Apollo Hospital,28f,12.89662,77.6
Apollo Hospital,3lq,12.89635,77.59972
Appasandra,6gi,13.06317,77.89659
Aradeshanahalli,18m,13.22244,77.56364
Aradeshanahalli,4kv,13.22247,77.56361
Aradeshanahalli Gate,3y9,13.21637,77.55258
Aradeshanahalli Gate,613,13.21648,77.55266
Arahalli,4in,13.22301,77.9487
Arakere Byrapura,1ii,13.20062,77.5393
Arakere Byrapura,460,13.20064,77.53932
Arakere Gate,3w1,12.89057,77.59804
Arakere Gate,v5,12.89053,77.59817
Aralalusandra,1nm,12.73311,77.45385
Aralalusandra,62b,12.73314,77.45381
Aralalusandra Cross,55i,12.74337,77.46289
Aralalusandra Cross,5pq,12.74341,77.46301
Aralimara (PK Kalyana Mantapa ),1y,12.88003,77.62459
Aralimara (PK Kalyana Mantapa ),oc,12.87985,77.62456
Aralimara Hosahalli,31i,13.14039,77.64126
Aralimara Hosahalli,4wi,13.14043,77.64128
Aralimara Industrial Area  Rajajinagara,3oy,12.97859,77.54909
Aralimara Industrial Area  Rajajinagara,546,12.97857,77.54871
Aralimara Sunkadakatte,217,12.99209,77.50467
Aralimara Ullalu,ko,12.95768,77.48731
Aralimaradapalya,5ri,12.9297,77.36468
Aralimaradapalya Cross,38o,12.92663,77.35998
Aralimaradapalya Cross,6cd,12.92656,77.36
Aralumallige,3wv,13.27367,77.50939
Aralumallige,6nj,13.27372,77.50935
Arasanahalli,2kk,13.20152,77.79732
Arasanahalli,67c,13.20148,77.79737
Arasanahalli,9n,12.96478,77.88863
Arathipalya,2jo,13.03724,77.42593
Arathipalya,35y,13.03724,77.42601
Aravinda Limited,1iy,12.81485,77.67002
Aravinda Limited,5kp,12.81475,77.67016
Arch Lingadeeranahalli,1eb,12.99962,77.48869
Arch Lingadeeranahalli,44w,12.99961,77.48872
Arch Railway Gollahalli,16l,13.1482,77.41192
Arch Railway Gollahalli,2kd,13.14818,77.41187
Archakara Badavane,10k,12.91876,77.45237
Archakara Badavane,4cm,12.91878,77.45255
Are Bannimangala,3az,13.154,77.71759
Are Bannimangala,3t4,13.15398,77.71757
Are bannimangala Cross,2k2,13.15681,77.71965
Are bannimangala Cross,338,13.15676,77.71953
Arebic College,11s,13.03049,77.62121
Arebic College,6my,13.02992,77.62084
Arehalli,10t,12.76352,77.76729
Arehalli,1ls,12.90849,77.53855
Arehalli,1pn,13.26528,77.56541
Arehalli,2lb,12.93738,77.82992
Arehalli,3n4,12.90857,77.53841
Arehalli,49q,12.93828,77.83035
Arehalli,jv,12.76327,77.76696
Arehalli Cross,4l0,12.94227,77.83669
Arehalli Cross,69r,12.94222,77.83665
Arenur,1pm,12.80975,77.7749
Arenur,29n,12.80984,77.77503
Arishinakunte,1gl,13.07966,77.42419
Arishinakunte,3ik,13.08026,77.42417
Arishinakunte,4tq,13.20051,77.77355
Arishinakunte,56s,13.2008,77.77368
Arishinakunte  Toll,6ix,13.0799,77.42487
Arivesandra,2fd,13.18506,77.32518
Arivesandra,3rh,13.18504,77.32512
Army Public School Kamaraja Road,1ce,12.97871,77.60941
Arogya Dhama,1cx,13.07838,77.35297
Art Of Living,1hp,12.82261,77.5141
Art Of Living (Kanakapura Road),2vy,12.82279,77.51415
Art Of Living Ravishankar Ashram,2vt,12.82863,77.51255
Art Of Living Ravishankar Ashram,7m,12.82883,77.51259
Ashoka Pillar,1vb,12.94367,77.58496
Ashoka Pillar,4ro,12.94322,77.58529
Ashoka Pillar,rj,12.94249,77.58515
Ashoka Polytechnic,38j,13.06557,77.53308
Ashoka Polytechnic,3jl,13.06553,77.53307
Ashrama Ramohalli,1vx,12.9063,77.42886
Ashrama Ramohalli,54l,12.90617,77.42892
Ashwath Nagara,3vb,13.05274,77.63125
Ashwath Nagara,58i,13.05289,77.63144
Ashwath Nagara Cross,m5,13.05075,77.63067
Ashwath Nagara Cross,ob,13.05078,77.63054
Ashwathkatte Kodihalli,2bf,13.01858,77.81063
Ashwathkatte Kodihalli,k5,13.0186,77.81054
Ashwathkatte Manorayanapalya,300,13.02798,77.60453
Ashwathkatte Manorayanapalya,a4,13.02795,77.60448
Ashwathkatte Sultanpalya,1x,13.0246,77.60341
Ashwathkatte Sultanpalya,5bp,13.02459,77.60346
Ashwathnagara,25b,13.02679,77.57984
Ashwathnagara,57v,13.02691,77.57973
Ashwathnagara,5ix,13.02696,77.57971
Asian Paints Dabaspet,5jv,13.23008,77.27239
Aspire bee School,ms,12.87915,77.72373
Athimagere Gate,3ca,12.87458,77.28357
Attibele,2uk,12.77799,77.76984
Attibele,pk,12.77787,77.76968
Attibele Bus Stand,1h9,12.77958,77.77061
Attibele Bus Stand,44k,12.77865,77.77077
Attibele Bus Stand,5mj,12.77954,77.77046
Attibele Bus Stand,pz,12.77896,77.77086
Attibele Sulibele,556,13.16987,77.79388
Attibele Sulibele,59i,13.1698,77.79387
Attiguppe,24g,12.95787,77.53446
Attiguppe,4gh,12.95809,77.53395
Attiguppe,6h1,12.95789,77.53385
Attiguppe,l1,12.95783,77.53435
Attivatta,2mg,13.08812,77.85348
Attivatta Gate,19,13.09724,77.85527
Attivatta Gate,215,13.09743,77.85521
Atturu,2xe,13.10653,77.56578
Atturu,3i8,13.09877,77.85841
Atturu,50l,13.10649,77.56577
Atturu,5fl,13.09855,77.85864
Atturu Layout,15z,13.09789,77.56707
Atturu Layout,49u,13.09778,77.56763
Atturu Layout,75,13.09793,77.56753
Atturu Layout Vegetable Market,2qe,13.10082,77.56687
Atturu Layout Vegetable Market,5y2,13.10079,77.56685
Austin Town,1jx,12.96156,77.61344
Austin Town,466,12.96153,77.61456
Austin Town Neelasandra,66e,12.9616,77.61254
Auto Gas/Royal School,41l,12.90133,77.58585
Avadadenahalli Gate,1mg,12.74668,77.70779
Avadadenahalli Gate,2hg,12.74649,77.7078
Avalahalli,1yh,12.87293,77.56665
Avalahalli,5l3,13.13538,77.56924
Avalahalli,653,12.87275,77.56653
Avalahalli,6i1,13.13522,77.56915
Avalahalli,6kf,12.87276,77.56657
Avalahalli BDA Layout,1ne,12.87222,77.56118
Avalahalli BDA Layout,6ht,12.87386,77.56153
Avalahalli BDA Layout,fx,12.87383,77.56154
Avalahalli BDA Park Girinagara,1ae,12.94332,77.54271
Avalahalli BDA Park Girinagara,1sq,12.94328,77.54311
Avalahalli Electronic City,3r4,12.86957,77.71163
Avalahalli Electronic City,6lq,12.86966,77.71175
Avalahalli Hosakote,2l0,13.03591,77.73531
Avalahalli Hosakote,395,13.0355,77.73575
Avalahalli Hosakote,55g,13.03605,77.7358
Avalahalli New BDA Layout,2l3,12.94341,77.53685
Avalahalli New BDA Layout,6at,12.9434,77.53675
Avalakuppe Cross,1ak,13.02384,77.34843
Avalakuppe Cross,30z,13.02376,77.34841
Avaragere,5qc,12.82007,77.38086
Avaragere Cross,2f3,12.80957,77.37782
Avaragere Cross,da,12.80962,77.37784
Avarehalli,670,12.89926,77.33696
Avasarala Factory Kanakapura Road,5py,12.78204,77.49265
Avathi,1y3,13.29638,77.72579
Avathi,55n,13.29627,77.7256
Avathi,60j,13.29642,77.72582
Avathi,ab,13.29633,77.72548
Averahalli,4nz,13.03503,77.41612
Averahalli,4o2,13.03508,77.41617
Averahalli Cross,13f,13.04391,77.4149
Averahalli Cross,1ei,13.03343,77.42184
Averahalli Cross,3u1,13.03337,77.42186
Averahalli Cross,6mr,13.04392,77.41493
Avinash Petrol Bunk,3yg,12.99045,77.58862
Ayurvedic Hospital Bodhanahosahalli,46d,12.96962,77.80022
Ayurvedic Hospital Bodhanahosahalli,qv,12.96969,77.8004
Ayyappa Nagara  Sadaramangala,3qx,13.00426,77.70997
Ayyappa Nagara Muneshwara Temple Sadaramangala,11n,13.00445,77.71243
Ayyappa Nagara Muneshwara Temple Sadaramangala,3rm,13.00451,77.7124
Ayyappa Nagara Sadaramangala,6fz,13.00431,77.71002
Ayyappa School Kereguddadahalli,344,13.07468,77.517
Ayyappa Temple Jalahalli Cross,47z,13.0461,77.52231
Ayyappa Temple Jalahalli Cross,5k8,13.04623,77.52243
Ayyappa Temple Yashawanthapura,1io,13.02159,77.56316
Ayyappa Temple Yashawanthapura,24e,13.02167,77.56321
Ayyappaswamy Temple Madivala,28p,12.92478,77.61791
Aziz Palya,1aj,13.02712,77.36696
B Channasandra,1ba,13.01,77.6576
B Channasandra,2in,13.0102,77.6576
B Channasandra,3ri,13.01006,77.6575
B Channasandra Bridge(Ramamurthy Nagara Ring Road),1g1,13.01128,77.66242
B Channasandra Bridge(Ramamurthy Nagara Ring Road),1gg,13.01329,77.66193
B Channasandra Bridge(Ramamurthy Nagara Ring Road),1z8,13.01318,77.66272
